Screen,Control Label,Control Type,Expected Behavior,Observed Behavior / Evidence,Result,Severity,Recommended Fix
Pattern Studio (Design Workbench),📊 Overview,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🎨 Pattern Studio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),📂 Portfolio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),💾 Backup,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),📈 AI Market Advisor,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🎨 AI Design Director,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),⚙️ Advanced Mode,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),☀️ Light,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),← Back to Editor,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🗂 Explorer,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),⭐ Favorites,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),📂 Import/Export,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),💾 Project,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),⚙️ Inspector,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🏬 Marketplace,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🤖 Prompt,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🎯 Quality,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🖌 Critic,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🧬 Evolution,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🗃 Assets,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),✅ Validation,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🖼 Live Preview,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🕘 History,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),✨ Auto-match,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),2026 Q1 — Quiet Luxury Botanical,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),2026 Q2 — Modern Tropical Editorial,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),2026 Q3 — Vintage Herbarium,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),2026 Q4 — Dark Academia Maximalist,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🧠 Generate Design Specification,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),☆,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),📖 คู่มือการใช้งาน,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🗂 Explorer,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),⭐ Favorites,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),📂 Import/Export,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),💾 Project,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),⚙️ Inspector,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🏬 Marketplace,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🤖 Prompt,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🎯 Quality,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🖌 Critic,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🧬 Evolution,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🗃 Assets,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),✅ Validation,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🖼 Live Preview,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),🕘 History,tab,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Pattern Studio (Design Workbench); not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Pattern Studio (Design Workbench),💾 Save current motifs as collection,button (disabled),Disabled state should be explained (title/aria-label) or the reason should be visible nearby,"No title/aria-label found on sampled disabled controls during accessibility pass — reason for disablement is usually only inferable from surrounding text, not from the control itself.",MISSING FEEDBACK,P3,Add title/aria-label explaining why the control is disabled.
Portfolio Manager,🏠 Mission Control,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,🏭 Today's Production,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,✨ ออกแบบให้ฉันวันนี้,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,+ โปรเจกต์ใหม่,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,📊 Overview,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,🎨 Pattern Studio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,📂 Portfolio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,💾 Backup,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,📈 AI Market Advisor,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,🎨 AI Design Director,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,⚙️ Advanced Mode,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,📦 Download Center,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,← กลับหน้าสร้างลาย,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,ชิ้นงาน,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,คอลเลกชัน,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,ศูนย์การผลิต,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,+ นำเข้าไฟล์,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,ตรวจสุขภาพคลัง,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Portfolio Manager,📖 คู่มือการใช้งาน,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Portfolio Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,🏠 Mission Control,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,🏭 Today's Production,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,✨ ออกแบบให้ฉันวันนี้,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,+ โปรเจกต์ใหม่,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,📊 Overview,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,🎨 Pattern Studio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,📂 Portfolio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,💾 Backup,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,📈 AI Market Advisor,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,🎨 AI Design Director,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,⚙️ Advanced Mode,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,← กลับ,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,สำรองข้อมูล,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,กู้คืนข้อมูล,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,สำรองอัตโนมัติ,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,ประวัติการสำรอง,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,ตรวจสอบไฟล์สำรอง,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
Backup Manager,+ สร้างไฟล์สำรองใหม่,button,"Reachable, produces the labelled action, gives visible feedback",Builds a real 24-file / ~1.2MB .vspsb backup; shows honest progress/compression stats (Workflow D).,PASS,P3,—
Backup Manager,📖 คู่มือการใช้งาน,link,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on Backup Manager; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,🏠 Mission Control,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,🏭 Today's Production,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,✨ ออกแบบให้ฉันวันนี้,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,+ โปรเจกต์ใหม่,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,📊 Overview,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,🎨 Pattern Studio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,📂 Portfolio,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,💾 Backup,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
AI Market Advisor,📈 AI Market Advisor,button,"Reachable, produces the labelled action, gives visible feedback",Enumerated live from the rendered DOM on AI Market Advisor; not individually clicked during this audit pass (time-boxed to the workflows and controls listed in FULL_UI_UX_AUDIT_REPORT.md).,NOT INDEPENDENTLY VERIFIED,—,—
